shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37,0.508,0.175,0.615,2017-18
2pt Jumpers,0.253,0.375,0.067,0.402,2017-18
3pt Shots,0.377,0.355,0.015,0.361,2017-18
