shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.303,0.642,0.066,0.688,2011-12,JamesMadison
2pt Jumpers,0.39,0.335,0.066,0.358,2011-12,JamesMadison
3pt Shots,0.307,0.363,0.006,0.365,2011-12,JamesMadison
