name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Aaron Menzies,46,0.17800000000000002,0.209,0.7929999999999999,0.2,0.22,0.529,2017-18,SeattleU
Richaud Gittens,25,0.11900000000000001,0.132,0.7,0.187,0.292,0.5,2017-18,SeattleU
Matej Kavas,11,0.044000000000000004,0.08,1,0.075,0.091,0.556,2017-18,SeattleU
Scott Ulaneo,9,0.23800000000000002,0.294,1,0.16699999999999998,0.2,0.25,2017-18,SeattleU
Morgan Means,5,0.048,0.026000000000000002,0.33299999999999996,0.021,0.028999999999999998,0.5,2017-18,SeattleU
Josh Hearlihy,3,0,0,NA,0.032,0.069,0.667,2017-18,SeattleU
DA,2,0.083,0.091,1,0.33299999999999996,NA,0,2017-18,SeattleU
Jordan Hill,1,0.016,0.027999999999999997,1,0,0,NA,2017-18,SeattleU
Jake Spurgeon,1,0.25,0.33299999999999996,1,0,0,NA,2017-18,SeattleU
Total,103,0.10099999999999999,0.12300000000000001,0.7879999999999999,0.081,0.106,0.5,2017-18,SeattleU
