shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.299,0.565,0.15,0.665,2015-16,Winthrop
2pt Jumpers,0.375,0.38799999999999996,0.10099999999999999,0.431,2015-16,Winthrop
3pt Shots,0.326,0.33799999999999997,0.006,0.34,2015-16,Winthrop
