name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Xavier Cooks,23,0.134,0.14300000000000002,0.8,0.057999999999999996,0.061,0.429,2015-16
Duby Okeke,17,0.19,0.156,0.583,0.192,0.083,0.2,2015-16
Zach Price,17,0.152,0.122,0.5,0.078,0.04,0.2,2015-16
Josh Davenport,6,0.062,0.023,0.25,0.048,0.043,0.5,2015-16
Roderick Perkins,5,0.125,0.154,0.667,0.091,0.2,0.5,2015-16
Adam Pickett,5,0.062,0.091,1,0.2,0.33299999999999996,1,2015-16
Keon Johnson,2,0,0,NA,0.011000000000000001,0.021,1,2015-16
Hunter Sadlon,1,1,1,1,0,NA,NA,2015-16
Jimmy Gavin,1,0.008,0,0,0,0,NA,2015-16
Bjorn Broman,1,0,0,NA,0,0,NA,2015-16
Total,78,0.079,0.078,0.62,0.053,0.054000000000000006,0.44,2015-16
