shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.298,0.6509999999999999,0.085,0.7120000000000001,2011-12
2pt Jumpers,0.4,0.309,0.10800000000000001,0.34700000000000003,2011-12
3pt Shots,0.302,0.332,0.006,0.33399999999999996,2011-12
