name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season,team
Dorian Finney-Smith,279,0.5630000000000001,0.556,0.348,0.649,0.429,0.254,0.282,0.4,0.39799999999999996,0.43200000000000005,0.9790000000000001,0.262,0.589,2014-15,Florida
Eli Carter,235,0.48400000000000004,0.45299999999999996,0.191,0.489,0.318,0.209,0.408,0.05,0.6,0.305,0.884,0.179,0.81,2014-15,Florida
Kasey Hill,225.99999999999997,0.406,0.381,0.478,0.5,0.14800000000000002,0.39399999999999996,0.225,0.05,0.128,0.276,0.875,0.40700000000000003,0.511,2014-15,Florida
Michael Frazier,223,0.592,0.545,0.20199999999999999,0.622,0.214,0.152,0.324,0.182,0.6459999999999999,0.382,0.836,0.309,0.87,2014-15,Florida
Devin Robinson,187,0.49300000000000005,0.46799999999999997,0.305,0.667,0.579,0.28300000000000003,0.34,0.222,0.41200000000000003,0.273,1,0.28300000000000003,0.642,2014-15,Florida
Jon Horford,155,0.5650000000000001,0.532,0.374,0.741,0.628,0.303,0.426,0.55,0.32299999999999995,0.26,1,0.265,0.78,2014-15,Florida
Chris Walker,112.99999999999999,0.536,0.5579999999999999,0.655,0.662,0.735,0.319,0.389,0.35700000000000004,0.027000000000000003,0,NA,0.381,0.395,2014-15,Florida
Chris Chiozza,112.00000000000001,0.47800000000000004,0.473,0.304,0.618,0.19,0.125,0.14300000000000002,0,0.5710000000000001,0.312,0.95,0.39299999999999996,0.47700000000000004,2014-15,Florida
Alex Murphy,87,0.526,0.494,0.54,0.7020000000000001,0.5760000000000001,0.10300000000000001,0.111,1,0.35600000000000004,0.19399999999999998,1,0.47100000000000003,0.634,2014-15,Florida
Jacob Kurtz,81,0.634,0.605,0.852,0.696,0.792,0.12300000000000001,0.1,0,0.025,0,NA,0.519,0.7140000000000001,2014-15,Florida
Zach Hodskins,2,0,0,0,NA,NA,0.5,0,NA,0.5,0,NA,0,NA,2014-15,Florida
Lexx Edwards,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2014-15,Florida
Dillon Graham,1,0,0,0,NA,NA,0,NA,NA,1,0,NA,0,NA,2014-15,Florida
Total,1702,0.52,0.498,0.373,0.629,0.486,0.243,0.308,0.26,0.385,0.327,0.9209999999999999,0.317,0.637,2014-15,Florida
