name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Nino Johnson,23,0.159,0.17300000000000001,0.778,0.044000000000000004,0.095,0.8,2014-15,SoutheastMo.St.
Antonius Cleveland,15,0.09300000000000001,0.085,0.6,0.055999999999999994,0.027000000000000003,0.2,2014-15,SoutheastMo.St.
Aaron Adeoye,11,0.14300000000000002,0.172,0.833,0.066,0.037000000000000005,0.2,2014-15,SoutheastMo.St.
Jarekious Bradley,10,0.071,0.048,0.429,0.019,0.027000000000000003,0.5,2014-15,SoutheastMo.St.
Josh Langford,8,0.125,0.14300000000000002,0.667,0.065,0,0,2014-15,SoutheastMo.St.
Isiah Jones,5,0.075,0.087,0.667,0.047,0.077,0.5,2014-15,SoutheastMo.St.
Marcus Wallace,5,0.111,0.21100000000000002,1,0.033,0,0,2014-15,SoutheastMo.St.
Jamaal Calvin,4,0.11800000000000001,0.222,1,0.33299999999999996,NA,0,2014-15,SoutheastMo.St.
J.T. Jones,3,0,0,NA,0.28600000000000003,1,1,2014-15,SoutheastMo.St.
J.J. Thompson,2,0,0,NA,0.021,0,0,2014-15,SoutheastMo.St.
T.J. Thomas,1,0.077,0,0,0,0,NA,2014-15,SoutheastMo.St.
Caleb Woods,1,0.5,1,1,0,0,NA,2014-15,SoutheastMo.St.
Total,88,0.102,0.115,0.7070000000000001,0.046,0.051,0.385,2014-15,SoutheastMo.St.
