shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.37,0.524,0.147,0.614,2014-15
2pt Jumpers,0.297,0.326,0.055999999999999994,0.345,2014-15
3pt Shots,0.33299999999999996,0.326,0.008,0.32899999999999996,2014-15
