name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Chris Cunningham,37,0.245,0.28600000000000003,0.5710000000000001,0.021,0,0,2012-13,SanJoseSt.
Alex Brown,25,0.324,0.306,0.652,0.105,0,0,2012-13,SanJoseSt.
Lavanne Pennington,12,0.153,0.185,0.556,0.037000000000000005,0.1,1,2012-13,SanJoseSt.
Louis Garret,11,0.19,0.14300000000000002,0.375,0.057999999999999996,0.059000000000000004,0.33299999999999996,2012-13,SanJoseSt.
Chris Jones,9,0.265,0.2,0.444,0,0,NA,2012-13,SanJoseSt.
Stephon Smith,8,0.135,0.21100000000000002,0.5710000000000001,0.023,0,0,2012-13,SanJoseSt.
James Kinney,7,0.064,0.087,0.8,0.025,0,0,2012-13,SanJoseSt.
Xavier Jones,6,0.079,0.1,0.6,0.015,0,0,2012-13,SanJoseSt.
David Andoh,5,0.222,0.375,0.75,0.03,0,0,2012-13,SanJoseSt.
Mike VanKirk,3,0.28600000000000003,0.667,1,0.5,1,1,2012-13,SanJoseSt.
Jaleel Williams,2,0.091,0.2,1,0.14300000000000002,0,0,2012-13,SanJoseSt.
D.J. Brown,2,0.028999999999999998,0.05,0.5,0,0,NA,2012-13,SanJoseSt.
Nick Grieves,1,NA,NA,NA,0.5,0,0,2012-13,SanJoseSt.
Total,128,0.16899999999999998,0.204,0.591,0.032,0.024,0.235,2012-13,SanJoseSt.
