name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Philip Jurick,23,0.431,0.35100000000000003,0.591,0.05,0,0,2012-13,OklahomaSt.
Michael Cobbins,22,0.221,0.233,0.737,0.05,0.045,0.33299999999999996,2012-13,OklahomaSt.
Kamari Murphy,18,0.262,0.257,0.562,0.04,0.062,0.5,2012-13,OklahomaSt.
Marcus Smart,17,0.109,0.132,0.6920000000000001,0.032,0.08900000000000001,1,2012-13,OklahomaSt.
Le'Bryan Nash,7,0.039,0.035,0.6,0.012,0,0,2012-13,OklahomaSt.
Markel Brown,3,0.031,0.034,0.667,0,0,NA,2012-13,OklahomaSt.
Brian Williams,3,0.08,0.133,1,0.071,0.33299999999999996,1,2012-13,OklahomaSt.
Kirby Gardner,2,0.077,0,0,0.038,0,0,2012-13,OklahomaSt.
Marek Soucek,1,0.5,0,0,0,0,NA,2012-13,OklahomaSt.
Phil Forte,1,0,0,NA,0.022000000000000002,0,0,2012-13,OklahomaSt.
Total,97,0.134,0.13699999999999998,0.634,0.023,0.027999999999999997,0.467,2012-13,OklahomaSt.
