name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Tamenang Choh,15,0.13,0.138,0.643,0.048,0.16699999999999998,1,2017-18,Brown
Matt DeWolf,12,0.261,0.259,0.583,0,0,NA,2017-18,Brown
Joshua Howard,10,0.149,0.15,0.6,0,0,NA,2017-18,Brown
Obi Okolie,8,0.10400000000000001,0.15,0.75,0,0,NA,2017-18,Brown
Desmond Cambridge,8,0.07200000000000001,0.073,0.6,0.024,0,0,2017-18,Brown
Travis Fuller,6,0.152,0.059000000000000004,0.2,0.071,0,0,2017-18,Brown
Jason Massey,5,0.077,0.111,1,0.071,0.25,1,2017-18,Brown
David Erebor,5,0.833,0.75,0.6,0,0,NA,2017-18,Brown
Brandon Anderson,2,0.013999999999999999,0,0,0,0,NA,2017-18,Brown
Zach Hunsaker,2,0.022000000000000002,0,0,0.02,0,0,2017-18,Brown
Chris Sullivan,1,0.1,0,0,0,0,NA,2017-18,Brown
Total,74,0.10099999999999999,0.106,0.5820000000000001,0.018000000000000002,0.013999999999999999,0.28600000000000003,2017-18,Brown
