shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.316,0.616,0.08900000000000001,0.6759999999999999,2014-15,Washington
2pt Jumpers,0.38799999999999996,0.331,0.132,0.382,2014-15,Washington
3pt Shots,0.295,0.331,0.015,0.336,2014-15,Washington
