name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Brandon Perry,17,0.147,0.149,0.636,0.12,0.235,0.667,2014-15
Thomas Jacobs,16,0.16899999999999998,0.21100000000000002,0.857,0.036000000000000004,0,0,2014-15
Simi Fajemisin,11,0.375,0.47100000000000003,0.889,0.125,0,0,2014-15
Jito Kok,9,0.102,0.128,0.833,0.043,0,0,2014-15
Brett Bailey,8,0.14300000000000002,0.16699999999999998,0.5,0.14300000000000002,0.3,0.75,2014-15
Duda Sanadze,4,0.062,0.053,0.33299999999999996,0.017,0.045,1,2014-15
Johnny Dee,4,0.040999999999999995,0.067,1,0.015,0.018000000000000002,0.5,2014-15
Cameron Neubauer,2,0.14300000000000002,0,0,0.14300000000000002,0,0,2014-15
Vasa Pusica,2,0.059000000000000004,0.045,0.5,0,0,NA,2014-15
Christopher Anderson,1,0.013999999999999999,0.026000000000000002,1,0,0,NA,2014-15
Chris Sarbaugh,1,0.059000000000000004,0,0,0,0,NA,2014-15
Marcus Harris,1,0,0,NA,0.038,0.1,1,2014-15
Total,76,0.106,0.129,0.722,0.039,0.051,0.455,2014-15
