shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.36,0.55,0.107,0.615,2014-15,JacksonSt.
2pt Jumpers,0.268,0.368,0.052000000000000005,0.38799999999999996,2014-15,JacksonSt.
3pt Shots,0.37200000000000005,0.341,0.004,0.342,2014-15,JacksonSt.
