name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Blake Jenkins,29,0.16899999999999998,0.17300000000000001,0.72,0.2,0.14300000000000002,0.25,2012-13,Belmont
Trevor Noack,15,0.078,0.08199999999999999,0.615,0.032,0.045,0.5,2012-13,Belmont
Brandon Baker,13,0.23600000000000002,0.25,0.769,0,0,NA,2012-13,Belmont
J.J. Mann,9,0.09699999999999999,0.079,0.5,0.055999999999999994,0.048,0.33299999999999996,2012-13,Belmont
Ian Clark,5,0.032,0.043,1,0.024,0.022000000000000002,0.5,2012-13,Belmont
Adam Barnes,2,0.125,0.2,1,0,0,NA,2012-13,Belmont
Spencer Turner,2,1,1,1,0,0,NA,2012-13,Belmont
Reece Chamberlain,2,0.091,0.154,1,0,0,NA,2012-13,Belmont
Craig Bradshaw,1,0.077,0,0,0,0,NA,2012-13,Belmont
Chad Lang,1,0,0,NA,0.067,0,0,2012-13,Belmont
Kerron Johnson,1,0.008,0,0,0,0,NA,2012-13,Belmont
Total,80,0.092,0.10099999999999999,0.701,0.031,0.025,0.33299999999999996,2012-13,Belmont
