start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.11800000000000001,0.5529999999999999,0.621,0.659,0.177,0.34299999999999997,0.20199999999999999,0.275,2016-17
"Rebound, 11-30 s",0.22899999999999998,0.48700000000000004,0.406,0.594,0.23600000000000002,0.37799999999999995,0.359,0.292,2016-17
"Opp score, 0-10 s",0.063,0.44799999999999995,0.519,0.491,0.179,0.21100000000000002,0.302,0.344,2016-17
"Opp score, 11-30 s",0.402,0.45299999999999996,0.358,0.508,0.314,0.365,0.32799999999999996,0.318,2016-17
"Steal, 0-10 s",0.065,0.634,0.722,0.628,0.065,0.429,0.213,0.478,2016-17
"Steal, 11-30 s",0.022000000000000002,0.45799999999999996,0.444,0.625,0.19399999999999998,0.28600000000000003,0.361,0.231,2016-17
Transition,0.247,0.547,0.621,0.613,0.14800000000000002,0.311,0.231,0.34700000000000003,2016-17
