name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Justin Tuoyo,34,0.179,0.10300000000000001,0.4,0.06,0,0,2015-16,Chattanooga
Tre' McLean,19,0.12,0.12,0.643,0.049,0.024,0.2,2015-16,Chattanooga
Duke Ethridge,16,0.14,0.172,0.733,0.059000000000000004,0,0,2015-16,Chattanooga
Dee Oldham,15,0.21,0.184,0.5379999999999999,0.02,0,0,2015-16,Chattanooga
Chuck Ester,12,0.138,0.145,0.727,0.011000000000000001,0,0,2015-16,Chattanooga
Johnathan Burroughs-Cook,7,0.062,0.087,0.8,0.055999999999999994,0.111,0.5,2015-16,Chattanooga
Casey Jones,5,0.1,0.107,0.75,0.031,0,0,2015-16,Chattanooga
Rich Kalina,2,0.33299999999999996,0,0,1,NA,0,2015-16,Chattanooga
Greg Pryor,1,0.022000000000000002,0,0,0,0,NA,2015-16,Chattanooga
Alex Bran,1,0.2,0.25,1,0,0,NA,2015-16,Chattanooga
Peyton Woods,1,0,0,NA,1,1,1,2015-16,Chattanooga
Total,113,0.128,0.11699999999999999,0.579,0.034,0.018000000000000002,0.17600000000000002,2015-16,Chattanooga
