shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.368,0.5429999999999999,0.133,0.626,2019-20
2pt Jumpers,0.271,0.34600000000000003,0.076,0.374,2019-20
3pt Shots,0.361,0.33899999999999997,0.01,0.342,2019-20
