shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.22699999999999998,0.6970000000000001,0.063,0.7440000000000001,2011-12
2pt Jumpers,0.342,0.366,0.078,0.397,2011-12
3pt Shots,0.43,0.39399999999999996,0.005,0.396,2011-12
