name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Egidijus Mockevicius,22,0.141,0.16,0.762,0.027999999999999997,0,0,2013-14
Jaylon Moore,9,0.138,0.14300000000000002,0.75,0.025,0,0,2013-14
Adam Wing,8,0.098,0.069,0.4,0.03,0.026000000000000002,0.33299999999999996,2013-14
D.J. Balentine,5,0.019,0.03,1,0.009000000000000001,0.012,0.5,2013-14
Blake Simmons,4,0.065,0,0,0.012,0,0,2013-14
Duane Gibson,4,0.037000000000000005,0.047,0.667,0.013999999999999999,0,0,2013-14
David Howard,4,0.121,0.158,0.75,0,0,NA,2013-14
Christian Benzon,3,0.15,0.16699999999999998,0.667,0,0,NA,2013-14
Ryan Sawvell,2,0.1,0.133,1,0,0,NA,2013-14
Tyler Ptacek,1,0.25,NA,0,0,NA,NA,2013-14
Total,62,0.083,0.09,0.6729999999999999,0.015,0.009000000000000001,0.222,2013-14
