name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Brandon Gilbeck,25,0.14800000000000002,0.172,0.7390000000000001,0.04,0.11800000000000001,1,2018-19
James Claar,16,0.47100000000000003,0.435,0.625,0,0,NA,2018-19
Zion Young,7,0.085,0.136,0.75,0.057,0.05,0.33299999999999996,2018-19
Jordan Hughes,6,0.294,0.364,0.8,0.083,0.125,1,2018-19
Isaac Johnson,4,0.038,0.035,0.5,0,0,NA,2018-19
Ben Pyle,4,0.040999999999999995,0.032,0.33299999999999996,0,0,NA,2018-19
Kobe Webster,4,0.032,0.022000000000000002,0.33299999999999996,0.006,0,0,2018-19
C.J. Duff,3,0.037000000000000005,0,0,0.01,0.024,1,2018-19
Jeremiah Usiosefe,2,0.091,0.125,0.5,0,0,NA,2018-19
Total,71,0.102,0.121,0.629,0.013999999999999999,0.021,0.625,2018-19
