name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Conner Avants,16,0.13699999999999998,0.14300000000000002,0.7140000000000001,0.025,0.049,1,2018-19
Filip Rebraca,12,0.10400000000000001,0.086,0.5,0.036000000000000004,0.071,1,2018-19
Kienan Walter,10,0.102,0.10800000000000001,0.667,0.098,0,0,2018-19
Cortez Seales,6,0.019,0,0,0.019,0.04,1,2018-19
Billy Brown,3,0.027000000000000003,0.045,1,0,0,NA,2018-19
Zac Saddler,2,0.4,0,0,0,NA,NA,2018-19
Marlon Stewart,2,0,0,NA,0.023,0,0,2018-19
Aanen Moody,2,0,0,NA,0.027999999999999997,0,0,2018-19
Jal Bijiek,2,0.222,0.16699999999999998,0.5,0,NA,NA,2018-19
Elijah Hazekamp,2,0,0,NA,0.25,0.33299999999999996,0.5,2018-19
Carter Brooks,1,0.14300000000000002,0.33299999999999996,1,NA,NA,NA,2018-19
Marko Coudreau,1,0,0,NA,0.14300000000000002,NA,0,2018-19
Total,59,0.066,0.063,0.579,0.031,0.039,0.529,2018-19
