name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Michael O'Donnell,11,0.6,0.5710000000000001,0.444,0.091,0.111,0.5,2015-16,SouthernMiss.
Tim Rowe,9,0.16,0.17600000000000002,0.75,0.079,0.045,0.2,2015-16,SouthernMiss.
Raheem Watts,7,0.091,0.136,1,0.055999999999999994,0.028999999999999998,0.25,2015-16,SouthernMiss.
Keljin Blevins,6,0.062,0.125,1,0.053,0.115,0.75,2015-16,SouthernMiss.
Eddie Davis III,5,0.125,0.16699999999999998,1,0.11800000000000001,0.125,0.5,2015-16,SouthernMiss.
Quinton Campbell,4,0.062,0.077,1,0.111,0.25,1,2015-16,SouthernMiss.
Khari Price,3,0,0,NA,0.051,0.08,0.667,2015-16,SouthernMiss.
Cortez Edwards,2,0,0,NA,0.1,0.25,0.5,2015-16,SouthernMiss.
Michael Ramey,2,0.111,0,0,0.023,0,0,2015-16,SouthernMiss.
Robert Thomas III,1,0.25,0.5,1,0,0,NA,2015-16,SouthernMiss.
Kourtlin Jackson,1,0.013000000000000001,0.024,1,0,0,NA,2015-16,SouthernMiss.
Total,51,0.081,0.098,0.696,0.055,0.068,0.48100000000000004,2015-16,SouthernMiss.
