shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.306,0.6659999999999999,0.06,0.708,2019-20
2pt Jumpers,0.20600000000000002,0.374,0.019,0.381,2019-20
3pt Shots,0.488,0.375,0.001,0.375,2019-20
