name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Ryan Swan,26,0.18600000000000003,0.138,0.5,0.043,0,0,2019-20
Keaton Van Soelen,9,0.231,0.136,0.33299999999999996,0,0,NA,2019-20
Lavelle Scottie,8,0.04,0.040999999999999995,0.6,0.013999999999999999,0.012,0.33299999999999996,2019-20
Abe Kinrade,5,0.312,0.214,0.6,0,0,NA,2019-20
Chris Joyce,3,0.065,0,0,0,0,NA,2019-20
AJ Walker,2,0.013000000000000001,0.022000000000000002,1,0.012,0,0,2019-20
Caleb Morris,2,0.038,0.042,0.5,0,0,NA,2019-20
Nikc Jackson,2,1,1,1,0.16699999999999998,0,0,2019-20
Sid Tomes,2,0.053,0,0,0.024,0.05,1,2019-20
Ameka Akaya,1,0.059000000000000004,0.077,1,0,0,NA,2019-20
Isaac Monson,1,0.25,0.5,1,0,0,NA,2019-20
VAN,1,NA,NA,NA,0.5,NA,0,2019-20
Total,62,0.096,0.079,0.5,0.019,0.01,0.222,2019-20
