name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Willie Clayton,41,0.306,0.305,0.6759999999999999,0.25,0,0,2016-17,GeorgiaSt.
D'Marcus Simonds,19,0.098,0.065,0.43799999999999994,0.032,0,0,2016-17,GeorgiaSt.
Jordan Session,18,0.28,0.276,0.5710000000000001,0.114,0,0,2016-17,GeorgiaSt.
Malik Benlevi,18,0.18899999999999997,0.179,0.588,0.043,0,0,2016-17,GeorgiaSt.
Jeremy Hollowell,10,0.068,0.098,0.857,0.023,0.055,1,2016-17,GeorgiaSt.
Justin Seymour,6,0.25,0.5,0.667,0.111,0.14300000000000002,0.667,2016-17,GeorgiaSt.
Jeff Thomas,5,0.25,0.267,0.8,0,0,NA,2016-17,GeorgiaSt.
Isaiah Dennis,5,0.06,0.071,0.8,0,0,NA,2016-17,GeorgiaSt.
Austin Donaldson,3,0.062,0.154,1,0.04,0,0,2016-17,GeorgiaSt.
Chris Clerkley,2,1,1,0.5,0,NA,NA,2016-17,GeorgiaSt.
Devin Mitchell,1,0.05,0,0,0,0,NA,2016-17,GeorgiaSt.
Total,128,0.145,0.147,0.633,0.040999999999999995,0.03,0.278,2016-17,GeorgiaSt.
