shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.44,0.527,0.147,0.617,2015-16
2pt Jumpers,0.24,0.355,0.06,0.377,2015-16
3pt Shots,0.321,0.31,0.005,0.311,2015-16
