name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Luke Meyer,21,0.14300000000000002,0.151,0.765,0.10300000000000001,0.067,0.25,2015-16,CentralMich.
Darohn Scott,10,0.2,0.139,0.5,0,0,NA,2015-16,CentralMich.
John Simons,7,0.182,0.11800000000000001,0.33299999999999996,0.091,0.25,1,2015-16,CentralMich.
Braylon Rayson,4,0.033,0.061,1,0.008,0,0,2015-16,CentralMich.
Rayshawn Simmons,4,0.006,0.011000000000000001,1,0.037000000000000005,0,0,2015-16,CentralMich.
Josh Kozinski,3,0,0,NA,0.14300000000000002,0.33299999999999996,1,2015-16,CentralMich.
Corey Redman,2,0.5,NA,0,0,NA,NA,2015-16,CentralMich.
Austin Stewart,2,0.039,0.065,1,0,0,NA,2015-16,CentralMich.
Chris Fowler,1,0.01,0.016,1,0,0,NA,2015-16,CentralMich.
Total,54,0.066,0.07200000000000001,0.659,0.023,0.018000000000000002,0.3,2015-16,CentralMich.
