start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.114,0.49,0.374,0.493,0.226,0.43200000000000005,0.4,0.34600000000000003,2017-18,UtahSt.
"Rebound, 11-30 s",0.23399999999999999,0.535,0.304,0.574,0.299,0.41700000000000004,0.397,0.396,2017-18,UtahSt.
"Score, 0-10 s",0.032,0.41700000000000004,0.29600000000000004,0.625,0.204,0.182,0.5,0.259,2017-18,UtahSt.
"Score, 11-30 s",0.41200000000000003,0.47700000000000004,0.272,0.568,0.324,0.39299999999999996,0.40399999999999997,0.32299999999999995,2017-18,UtahSt.
"Steal, 0-10 s",0.068,0.679,0.624,0.6579999999999999,0.13699999999999998,0.562,0.239,0.536,2017-18,UtahSt.
"Steal, 11-30 s",0.028999999999999998,0.612,0.327,0.625,0.245,0.41700000000000004,0.429,0.47600000000000003,2017-18,UtahSt.
Transition,0.214,0.54,0.44299999999999995,0.58,0.19399999999999998,0.423,0.363,0.368,2017-18,UtahSt.
