name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Quinn Taylor,18,0.152,0.192,0.875,0.154,0,0,2017-18
Brown Dwayne,13,0.1,0.136,0.889,0.059000000000000004,0.08,0.5,2017-18
Alex Dargenton,12,0.145,0.204,0.909,0.036000000000000004,0.111,1,2017-18
Deangelo Isby,4,0.046,0.027999999999999997,0.33299999999999996,0.023,0,0,2017-18
Daron Henson,3,0.188,0,0,0,0,NA,2017-18
Sam Merrill,3,0,0,NA,0.012,0.027000000000000003,1,2017-18
Koby McEwen,3,0.011000000000000001,0.018000000000000002,1,0.013000000000000001,0,0,2017-18
Klay Stall,2,0.154,0.222,1,0,NA,NA,2017-18
Diogo Brito,2,0.026000000000000002,0.040999999999999995,1,0,0,NA,2017-18
Julion Pearre,1,0,0,NA,0.071,0,0,2017-18
Total,61,0.071,0.092,0.809,0.028999999999999998,0.028999999999999998,0.364,2017-18
