name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Montae Glenn,41,0.301,0.33299999999999996,0.8,0.017,0.043,1,2018-19,Ga.Southern
Isaiah  Crawley,24,0.147,0.125,0.583,0,0,NA,2018-19,Ga.Southern
Simeon Carter,17,0.17600000000000002,0.172,0.846,0.045,0,0,2018-19,Ga.Southern
Tookie Brown,9,0.040999999999999995,0.043,0.7140000000000001,0.009000000000000001,0,0,2018-19,Ga.Southern
Elijah McCadden,8,0.106,0.146,0.857,0.023,0,0,2018-19,Ga.Southern
Tyshaun Crawford,4,0.33299999999999996,0.2,0.5,0,0,NA,2018-19,Ga.Southern
Jones David-Lee,3,0.06,0.067,0.667,0,0,NA,2018-19,Ga.Southern
Ike Smith,3,0.055999999999999994,0,0,0.034,0,0,2018-19,Ga.Southern
Trey Dawkins,2,0.111,0,0,0,0,NA,2018-19,Ga.Southern
Calvin Wishart,2,0,0,NA,0.083,0,0,2018-19,Ga.Southern
Quan Jackson,2,0.013000000000000001,0,0,0,0,NA,2018-19,Ga.Southern
Total,115,0.115,0.12,0.6990000000000001,0.018000000000000002,0.005,0.111,2018-19,Ga.Southern
