name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Stephen Ugochukwu,33,0.237,0.28800000000000003,0.679,0.051,0.059000000000000004,0.4,2016-17
Lance Potier,12,0.256,0.321,0.818,0.017,0,0,2016-17
Howard Thomas,10,0.182,0.17600000000000002,0.5,0.222,0.28600000000000003,0.5,2016-17
Labarrius Hill,9,0.257,0.28,0.778,0,0,NA,2016-17
Richard Laku,8,0.4,0.429,0.5,0.222,0.5,0.5,2016-17
Adrian Brown,6,0.154,0.188,0.75,0.069,0.182,1,2016-17
Jamaya Burr,6,0.048,0.033,0.33299999999999996,0,0,NA,2016-17
James Harvey,4,0,0,NA,0.045,0.071,0.5,2016-17
Jacob Ledoux,3,0.047,0.069,1,0.083,0,0,2016-17
Jarren Greenwood,2,0.028999999999999998,0.03,0.5,0,0,NA,2016-17
Total,93,0.128,0.152,0.662,0.032,0.040999999999999995,0.47100000000000003,2016-17
