shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.409,0.598,0.094,0.66,2016-17
2pt Jumpers,0.27399999999999997,0.34,0.043,0.35600000000000004,2016-17
3pt Shots,0.317,0.349,0.004,0.35,2016-17
