name,fga,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent,season
Eli Scott,345,0.5680000000000001,0.541,0.649,0.6609999999999999,0.264,0.261,0.278,0.16,0.09,0.29,0.778,0.562,0.639,2019-20
Ivan Alipiev,222.00000000000003,0.534,0.502,0.32,0.634,0.37799999999999995,0.171,0.447,0.41200000000000003,0.509,0.292,1,0.203,0.8220000000000001,2019-20
Jordan Bell,206,0.48800000000000004,0.466,0.408,0.643,0.46299999999999997,0.301,0.387,0.45799999999999996,0.29100000000000004,0.2,0.833,0.218,0.667,2019-20
Keli Leaupepe,189,0.65,0.603,0.561,0.6890000000000001,0.452,0.132,0.32,0.25,0.307,0.379,0.955,0.386,0.863,2019-20
Erik Johansson,154,0.5760000000000001,0.536,0.039,0.833,0.6,0.149,0.435,0.4,0.812,0.36,0.9109999999999999,0.23399999999999999,0.889,2019-20
Parker Dortch,140,0.546,0.514,0.486,0.618,0.452,0.14300000000000002,0.45,0.33299999999999996,0.371,0.26899999999999996,1,0.371,0.6920000000000001,2019-20
Seikou Sisoho Jawara,112.00000000000001,0.531,0.536,0.24100000000000002,0.593,0.188,0.196,0.5,0.182,0.562,0.349,0.636,0.14300000000000002,0.43799999999999994,2019-20
Jonathan Dos Anjos,89,0.481,0.449,0.584,0.519,0.33299999999999996,0.20199999999999999,0.389,0.5710000000000001,0.213,0.21100000000000002,1,0.42700000000000005,0.605,2019-20
Deovaunta Williams,69,0.494,0.46399999999999997,0.7390000000000001,0.5489999999999999,0.321,0.145,0.1,0,0.11599999999999999,0.25,0.5,0.551,0.579,2019-20
Lazar Zivanovic,39,0.48200000000000004,0.48700000000000004,0.59,0.522,0.25,0.128,0.8,0,0.282,0.182,1,0.359,0.429,2019-20
Lazar Nekic,31,0.345,0.387,0.677,0.47600000000000003,0.8,0.29,0.222,0.5,0.032,0,NA,0.258,0,2019-20
Reilly Seebold,20,0.621,0.6,0.05,0,NA,0,NA,NA,0.95,0.42100000000000004,1,0.1,1,2019-20
Total,1616,0.546,0.518,0.45399999999999996,0.627,0.365,0.19899999999999998,0.366,0.322,0.34700000000000003,0.309,0.8959999999999999,0.34700000000000003,0.6809999999999999,2019-20
