shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.369,0.622,0.071,0.669,2011-12
2pt Jumpers,0.297,0.361,0.036000000000000004,0.374,2011-12
3pt Shots,0.33399999999999996,0.349,0.003,0.35,2011-12
