name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
William Powell,18,0.11599999999999999,0.115,0.6,0.039,0.07400000000000001,0.667,2016-17
Scott Ulaneo,11,0.2,0.235,0.8,0.048,0,0,2016-17
Aaron Menzies,10,0.027000000000000003,0.02,0.5,0.14300000000000002,0.316,0.75,2016-17
Emmanuel Chibuogwu,7,0.207,0.235,0.667,0,0,NA,2016-17
Brendan Westendorf,7,0.033,0.055999999999999994,1,0.048,0.09699999999999999,0.75,2016-17
Matej Kavas,3,0.077,0.062,0.5,0,0,NA,2016-17
Malik Montoya,1,0,0,NA,0.33299999999999996,0,0,2016-17
DA,1,0.1,0.125,1,0,NA,NA,2016-17
Zachary Moore,1,0.033,0.053,1,0,0,NA,2016-17
Morgan Means,1,0,0,NA,0.02,0,0,2016-17
Total,60,0.079,0.08900000000000001,0.7,0.047,0.079,0.611,2016-17
