name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Nathan Knight,39,0.14400000000000002,0.146,0.6759999999999999,0.018000000000000002,0.018000000000000002,0.5,2018-19
Justin Pierce,16,0.099,0.12,0.7859999999999999,0.018000000000000002,0,0,2018-19
Chase Audige,15,0.125,0.09699999999999999,0.462,0.095,0,0,2018-19
Mehkel Harvey,3,0.273,0.16699999999999998,0.33299999999999996,NA,NA,NA,2018-19
Quinn Blair,2,0.125,0.25,1,0,0,NA,2018-19
Luke Loewe,2,0.017,0.026000000000000002,1,0.038,0,0,2018-19
Paul Rowley,2,0.031,0.053,1,0.048,0,0,2018-19
Matt Milon,2,0,0,NA,0,0,NA,2018-19
L.J. Owens,1,0.021,0,0,0,0,NA,2018-19
Total,82,0.098,0.10099999999999999,0.648,0.022000000000000002,0.008,0.14300000000000002,2018-19
