start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.15,0.489,0.401,0.618,0.293,0.431,0.306,0.25,2014-15,SouthFla.
"Rebound, 11-30 s",0.19699999999999998,0.424,0.375,0.431,0.34700000000000003,0.446,0.278,0.259,2014-15,SouthFla.
"Opp score, 0-10 s",0.06,0.449,0.341,0.467,0.295,0.34600000000000003,0.364,0.344,2014-15,SouthFla.
"Opp score, 11-30 s",0.389,0.442,0.33399999999999996,0.474,0.387,0.401,0.27899999999999997,0.306,2014-15,SouthFla.
"Steal, 0-10 s",0.066,0.603,0.67,0.6920000000000001,0.165,0.375,0.165,0.312,2014-15,SouthFla.
"Steal, 11-30 s",0.024,0.614,0.514,0.778,0.314,0.545,0.171,0.16699999999999998,2014-15,SouthFla.
Transition,0.276,0.507,0.452,0.62,0.263,0.402,0.285,0.284,2014-15,SouthFla.
