name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Deng Geu,22,0.142,0.17600000000000002,0.833,0.063,0.083,0.5,2018-19,NorthDakotaSt.
Tyson Ward,15,0.083,0.091,0.667,0.042,0.034,0.33299999999999996,2018-19,NorthDakotaSt.
Rocky Kreuser,8,0.109,0.07,0.429,0.027999999999999997,0.077,1,2018-19,NorthDakotaSt.
Tyree Eady,7,0.067,0.069,0.667,0.1,0.111,0.5,2018-19,NorthDakotaSt.
Sam Griesel,3,0.02,0.03,1,0.053,0,0,2018-19,NorthDakotaSt.
Vinnie Shahid,2,0,0,NA,0.049,0.059000000000000004,0.5,2018-19,NorthDakotaSt.
Jarius Cook,2,0.16699999999999998,0.33299999999999996,1,0,0,NA,2018-19,NorthDakotaSt.
Cameron Hunter,1,0,0,NA,0,0,NA,2018-19,NorthDakotaSt.
Chris Quayle,1,0.111,0.14300000000000002,1,0,0,NA,2018-19,NorthDakotaSt.
Total,61,0.07200000000000001,0.085,0.727,0.043,0.047,0.43799999999999994,2018-19,NorthDakotaSt.
