name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Adrian Diaz,53,0.244,0.25,0.784,0.028999999999999998,0,0,2015-16
Donte Mcgill,26,0.13699999999999998,0.171,0.667,0.032,0.027999999999999997,0.4,2015-16
Daviyon Draper,19,0.121,0.115,0.643,0.022000000000000002,0.024,0.4,2015-16
Elmo Stephen,10,0.29,0.278,0.556,0.071,0,0,2015-16
Cameron Smith,7,0.152,0.19399999999999998,0.857,0,0,NA,2015-16
Jason Boswell,5,0.11599999999999999,0.19,0.8,0,0,NA,2015-16
Kimar Williams,4,0.054000000000000006,0.067,0.5,0,0,NA,2015-16
Eric Nottage,3,0.043,0.1,1,0.125,0.2,0.5,2015-16
Michael Douglas,1,0.111,0.16699999999999998,1,0,0,NA,2015-16
Hassan Hussein,1,1,1,1,0,0,NA,2015-16
Total,129,0.161,0.188,0.728,0.026000000000000002,0.024,0.33299999999999996,2015-16
