shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.428,0.509,0.201,0.637,2019-20,UConn
2pt Jumpers,0.273,0.358,0.06,0.381,2019-20,UConn
3pt Shots,0.298,0.33,0.006,0.332,2019-20,UConn
