name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Davon Clare,16,0.174,0.172,0.625,0,0,NA,2019-20
Vincent Lee,10,0.121,0.07,0.375,0.071,0.111,0.5,2019-20
Jackson Rowe,10,0.102,0.106,0.556,0.036000000000000004,0,0,2019-20
Brandon Kamga,7,0.038,0.026000000000000002,0.4,0.027999999999999997,0.045,0.5,2019-20
Johnny Wang,7,0.122,0.1,0.5,0.045,0.125,1,2019-20
Austen Awosika,6,0.023,0.028999999999999998,0.75,0.019,0,0,2019-20
Tory San Antonio,3,0.087,0,0,0.14300000000000002,0,0,2019-20
Josh Pitts,3,0.077,0.071,0.5,0.077,0.5,1,2019-20
Daniel Venzant,2,0.08,0.133,1,0,0,NA,2019-20
Wayne Arnold,1,0,0,NA,0,0,NA,2019-20
Total,65,0.076,0.07,0.537,0.025,0.032,0.4,2019-20
