name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
RJ Slawson,27,0.243,0.23600000000000002,0.52,0.038,0.091,1,2013-14,Jacksonville
Javon Dawson,16,0.134,0.079,0.33299999999999996,0.012,0,0,2013-14,Jacksonville
J.R. Holder,9,0.136,0.156,0.778,0,0,NA,2013-14,Jacksonville
Jarvis Haywood,7,0.044000000000000004,0.054000000000000006,0.75,0.025,0.033,0.667,2013-14,Jacksonville
Kordario Fleming,6,0.3,0.273,0.5,0,0,NA,2013-14,Jacksonville
Tyler Alderman,6,0.231,0.17600000000000002,0.5,0,0,NA,2013-14,Jacksonville
Keith McDougald,6,0.040999999999999995,0.038,0.5,0.031,0.038,0.5,2013-14,Jacksonville
Josh Murray,6,0.444,0.5,0.5,0.5,NA,0,2013-14,Jacksonville
Marcel White,4,0.098,0.05,0.25,0,0,NA,2013-14,Jacksonville
Vince Martin,2,0.016,0,0,0,0,NA,2013-14,Jacksonville
Total,89,0.11900000000000001,0.107,0.5,0.019,0.025,0.5,2013-14,Jacksonville
