name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
J.R. Cadot,40,0.25,0.272,0.6759999999999999,0.077,0,0,2011-12,TCU
Adrick McKinney,21,0.19399999999999998,0.154,0.42100000000000004,0.031,0,0,2011-12,TCU
Connell Crossland,17,0.5,0.524,0.647,0,0,NA,2011-12,TCU
Craig Williams,15,0.177,0.22399999999999998,0.7859999999999999,0.017,0,0,2011-12,TCU
Amric Fields,11,0.12300000000000001,0.153,0.9,0.018000000000000002,0,0,2011-12,TCU
Garlon Green,7,0.076,0.067,0.6,0.027000000000000003,0.04,0.5,2011-12,TCU
Nate Butler,6,0.125,0.2,0.6,0.036000000000000004,0,0,2011-12,TCU
Hank Thorns,4,0.035,0.02,0.25,0,0,NA,2011-12,TCU
Kyan Anderson,2,0,0,NA,0.022000000000000002,0,0,2011-12,TCU
Total,123,0.145,0.162,0.64,0.025,0.006999999999999999,0.091,2011-12,TCU
