name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Sasa Borovnjak,21,0.247,0.17,0.42100000000000004,0.071,0.077,0.5,2011-12,PennSt.
Ross Travis,20,0.243,0.298,0.8240000000000001,0.091,0,0,2011-12,PennSt.
Cammeron Woodyard,17,0.31,0.217,0.385,0.062,0.077,0.25,2011-12,PennSt.
Jonathan Graham,16,0.212,0.212,0.5,0.065,0.091,0.5,2011-12,PennSt.
Matt Glover,11,0.28600000000000003,0.308,0.4,0,0,NA,2011-12,PennSt.
Jermaine Marshall,9,0.11699999999999999,0.08800000000000001,0.429,0.02,0,0,2011-12,PennSt.
Tim Frazier,8,0.043,0.024,0.28600000000000003,0.004,0.01,1,2011-12,PennSt.
Billy Oliver,6,0.222,0.2,0.5,0.14300000000000002,0,0,2011-12,PennSt.
Kevin Montminy,1,1,1,1,NA,NA,NA,2011-12,PennSt.
Trey Lewis,1,0,0,NA,0,0,NA,2011-12,PennSt.
Total,110,0.16399999999999998,0.149,0.5,0.027000000000000003,0.022000000000000002,0.267,2011-12,PennSt.
