start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season
"Rebound, 0-10 s",0.154,0.496,0.41,0.57,0.215,0.33899999999999997,0.375,0.337,2013-14
"Rebound, 11-30 s",0.188,0.512,0.39399999999999996,0.603,0.33399999999999996,0.34600000000000003,0.272,0.391,2013-14
"Opp score, 0-10 s",0.047,0.6,0.33799999999999997,0.7040000000000001,0.162,0.385,0.5,0.4,2013-14
"Opp score, 11-30 s",0.389,0.494,0.27399999999999997,0.5579999999999999,0.35200000000000004,0.369,0.374,0.377,2013-14
"Steal, 0-10 s",0.08800000000000001,0.745,0.624,0.8170000000000001,0.087,0.385,0.289,0.465,2013-14
"Steal, 11-30 s",0.021,0.34700000000000003,0.306,0.545,0.222,0.25,0.47200000000000003,0.17600000000000002,2013-14
Transition,0.289,0.589,0.46299999999999997,0.687,0.16699999999999998,0.354,0.369,0.381,2013-14
