name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Marcus Smart,22,0.157,0.161,0.667,0,0,NA,2013-14,OklahomaSt.
Kamari Murphy,19,0.182,0.18,0.643,0.066,0.062,0.4,2013-14,OklahomaSt.
Le'Bryan Nash,13,0.057,0.043,0.455,0.016,0,0,2013-14,OklahomaSt.
Brian Williams,11,0.114,0.1,0.556,0.027999999999999997,0.038,0.5,2013-14,OklahomaSt.
Markel Brown,9,0.065,0.075,0.778,0,0,NA,2013-14,OklahomaSt.
Michael Cobbins,6,0.185,0.17600000000000002,0.6,0.043,0,0,2013-14,OklahomaSt.
Phil Forte,3,0,0,NA,0.043,0.055999999999999994,0.5,2013-14,OklahomaSt.
Leyton Hammonds,3,0.3,0.2,0.33299999999999996,0,0,NA,2013-14,OklahomaSt.
Christien Sager,3,0.75,1,0.667,NA,NA,NA,2013-14,OklahomaSt.
Mason Cox,1,0.5,0.5,1,NA,NA,NA,2013-14,OklahomaSt.
Gary Gaskins,1,0.14300000000000002,0,0,0,NA,NA,2013-14,OklahomaSt.
Total,91,0.107,0.105,0.61,0.021,0.019,0.33299999999999996,2013-14,OklahomaSt.
