shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.355,0.517,0.175,0.627,2019-20
2pt Jumpers,0.313,0.349,0.079,0.379,2019-20
3pt Shots,0.33299999999999996,0.331,0.02,0.33799999999999997,2019-20
