name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Tyler Wideman,28,0.19399999999999998,0.196,0.778,0.026000000000000002,0.071,1,2017-18
Nate Fowler,11,0.10400000000000001,0.11,0.8,0.033,0.1,1,2017-18
Kelan Martin,10,0.055999999999999994,0.08800000000000001,1,0.006,0.013999999999999999,1,2017-18
Sean McDermott,10,0.214,0.20600000000000002,0.778,0.091,0.5,1,2017-18
Joey Brunk,5,0.263,0.2,0.4,0,0,NA,2017-18
Paul Jorgensen,4,0,0,NA,0,0,NA,2017-18
Kamar Baldwin,3,0.006,0,0,0.012,0.015,0.5,2017-18
Henry Baddley,3,0.115,0.158,1,0,0,NA,2017-18
Christian David,1,0.1,0,0,0,0,NA,2017-18
Total,75,0.08199999999999999,0.096,0.7659999999999999,0.01,0.022000000000000002,0.833,2017-18
