name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Roosevelt Johnson,34,0.138,0.159,0.611,0.12,0.18899999999999997,0.43799999999999994,2012-13,SoutheasternLa.
Antonnio Benton,14,0.25,0.231,0.6,0.09300000000000001,0.16699999999999998,0.75,2012-13,SoutheasternLa.
Onochie Ochie,10,0.20600000000000002,0.182,0.5710000000000001,0.071,0.133,0.667,2012-13,SoutheasternLa.
Brandon Fortenberry,6,0.04,0.034,0.5,0.016,0.025,0.5,2012-13,SoutheasternLa.
Roger Woods,6,0.053,0.087,1,0.1,0.222,1,2012-13,SoutheasternLa.
Jeffery Ricard,5,0.06,0.075,0.75,0.006999999999999999,0,0,2012-13,SoutheasternLa.
Jeremy Campbell,3,0.067,0.14300000000000002,1,0.053,0,0,2012-13,SoutheasternLa.
Jan Petrovcic,3,0.375,0.25,0.33299999999999996,0,0,NA,2012-13,SoutheasternLa.
Jamaal James,2,0.25,0.5,1,0,0,NA,2012-13,SoutheasternLa.
Dre Evans,2,0,0,NA,0,0,NA,2012-13,SoutheasternLa.
Todd Nelson,2,0,0,NA,0.08,0.2,0.5,2012-13,SoutheasternLa.
Total,87,0.10400000000000001,0.115,0.627,0.05,0.079,0.529,2012-13,SoutheasternLa.
