name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Cedric Henderson,8,0.07400000000000001,0.063,0.625,0,0,NA,2019-20,Campbell
Cory Gensler,6,0.034,0.032,0.667,0.043,0.087,1,2019-20,Campbell
Milos Stajcic,6,0.158,0.091,0.33299999999999996,0,0,NA,2019-20,Campbell
Ja'Cor Nelson,5,0.042,0.034,0.4,0,0,NA,2019-20,Campbell
Joshua Lusane,4,0.083,0.094,0.75,0,0,NA,2019-20,Campbell
Trey Spencer,3,0.051,0.04,0.5,0,0,NA,2019-20,Campbell
Austin McCullough,3,0.055999999999999994,0.071,1,0.28600000000000003,0,0,2019-20,Campbell
Messiah Thompson,2,0.071,0.091,1,0,0,NA,2019-20,Campbell
Noah Saunders,2,0.5,0,0,0,NA,NA,2019-20,Campbell
Jesus Carralero,2,0.028999999999999998,0.037000000000000005,1,0.027999999999999997,0.077,1,2019-20,Campbell
Ricky Clemons,1,0.059000000000000004,0,0,0,0,NA,2019-20,Campbell
Total,42,0.059000000000000004,0.048,0.529,0.012,0.019,0.6,2019-20,Campbell
