shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.361,0.526,0.196,0.654,2017-18
2pt Jumpers,0.305,0.368,0.062,0.39299999999999996,2017-18
3pt Shots,0.33399999999999996,0.379,0.015,0.385,2017-18
