name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jared Berggren,36,0.263,0.273,0.6859999999999999,0.011000000000000001,0,0,2012-13
Ryan Evans,19,0.131,0.129,0.529,0.009000000000000001,0,0,2012-13
Sam Dekker,15,0.092,0.055999999999999994,0.429,0.14,0.35700000000000004,0.833,2012-13
Mike Bruesewitz,10,0.213,0.172,0.5,0,0,NA,2012-13
Frank Kaminsky,7,0.19399999999999998,0.136,0.5,0.045,0,0,2012-13
Ben Brust,7,0.06,0.055999999999999994,0.5,0.05,0.04,0.33299999999999996,2012-13
Zak Showalter,4,0.28600000000000003,0.28600000000000003,0.5,0,0,NA,2012-13
Zach Bohannon,3,0.222,0.2,0.5,1,NA,0,2012-13
Traevon Jackson,2,0,0,NA,0.019,0,0,2012-13
Total,103,0.147,0.14,0.5760000000000001,0.027000000000000003,0.027999999999999997,0.375,2012-13
