name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Louis Montes,25,0.11199999999999999,0.142,0.773,0.045,0.059000000000000004,0.33299999999999996,2012-13
Tevin Falzon,16,0.24600000000000002,0.33299999999999996,0.643,0.061,0,0,2012-13
De'Aires Tate,11,0.196,0.192,0.556,0.051,0,0,2012-13
Femi Akinpetide,9,0.292,0.28600000000000003,0.5710000000000001,0.105,0.14300000000000002,0.5,2012-13
Justin Swidowski,8,0.188,0.24,1,0.051,0.16699999999999998,1,2012-13
Nick Greenbacker,7,0.149,0.11800000000000001,0.5710000000000001,0,0,NA,2012-13
Shane Gibson,7,0.047,0.048,0.6,0.013000000000000001,0.016,0.5,2012-13
Steve Glowiak,5,0.043,0.067,1,0.047,0.091,0.5,2012-13
ABDEL,4,0.083,0.11800000000000001,0.667,0.1,0,0,2012-13
Lewis Cramer,3,0.158,0.231,1,0,NA,NA,2012-13
Phil Gaetano,1,0,0,NA,0.04,0.125,1,2012-13
Total,96,0.121,0.142,0.705,0.037000000000000005,0.047,0.41200000000000003,2012-13
