name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Cory Jefferson,53,0.18600000000000003,0.177,0.759,0.162,0.172,0.45799999999999996,2012-13
Isaiah Austin,37,0.19399999999999998,0.18600000000000003,0.5710000000000001,0.055999999999999994,0.092,0.667,2012-13
Rico Gathers,29,0.20199999999999999,0.26,0.792,0.128,0.2,0.4,2012-13
Deuce Bello,12,0.18899999999999997,0.067,0.2,0.154,0,0,2012-13
Taurean Prince,9,0.207,0.273,1,0.12,0.273,1,2012-13
Pierre Jackson,7,0.023,0.025,0.667,0.023,0.043,0.667,2012-13
A.J. Walton,5,0.013000000000000001,0,0,0.035,0.065,0.75,2012-13
Jacob Neubert,2,0.2,0,0,0.2,NA,0,2012-13
L.J. Rose,2,0.1,0,0,0.067,0.25,1,2012-13
J'Mison Morgan,1,0.5,0.5,1,NA,NA,NA,2012-13
Brady Heslip,1,0,0,NA,0.036000000000000004,0,0,2012-13
Total,158,0.138,0.141,0.654,0.076,0.106,0.528,2012-13
