name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season,team
Jeffery Solarin,35,0.187,0.196,0.69,0.11800000000000001,0.174,0.667,2013-14,IdahoSt.
Andre' Hatchett,12,0.066,0.063,0.556,0.018000000000000002,0,0,2013-14,IdahoSt.
Ajak Magot,11,0.409,0.364,0.444,0.133,0.16699999999999998,0.5,2013-14,IdahoSt.
Ayibakuro Preh,8,0.14300000000000002,0.158,0.857,0.16699999999999998,0,0,2013-14,IdahoSt.
Justin Smith,5,0.235,0.16699999999999998,0.25,0.1,0,0,2013-14,IdahoSt.
Tomas Sanchez,3,0.008,0.02,1,0.022000000000000002,0,0,2013-14,IdahoSt.
Evann Hall,3,0.057,0,0,0.013999999999999999,0.03,1,2013-14,IdahoSt.
Scotty Tyler,2,0,0,NA,0.083,0,0,2013-14,IdahoSt.
Chris Hansen,2,0.027999999999999997,0.026000000000000002,0.5,0,0,NA,2013-14,IdahoSt.
Total,81,0.102,0.11,0.603,0.036000000000000004,0.033,0.353,2013-14,IdahoSt.
