name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Trevon Lewis,25,0.11199999999999999,0.122,0.667,0.11,0.14300000000000002,0.5,2011-12
Jeremy Smith,16,0.195,0.222,0.8,0.013999999999999999,0.036000000000000004,1,2011-12
Dantrell Thomas,8,0.1,0.075,0.429,0.013999999999999999,0,0,2011-12
Sam McBeath,8,0.163,0.133,0.5710000000000001,0.037000000000000005,0.125,1,2011-12
Chris Talkington,3,0.069,0,0,0.033,0,0,2011-12
Shane Rillieux,2,0.033,0.027999999999999997,0.5,0,0,NA,2011-12
Linden Smith-Hyde,2,0.061,0.053,0.5,0,0,NA,2011-12
Lachlan Prest,2,0.091,0.16699999999999998,1,0.111,0,0,2011-12
Bryan Hammond,2,0.013999999999999999,0.024,1,0.013999999999999999,0.04,1,2011-12
Sterling Bailey,1,0.125,0.16699999999999998,1,0,0,NA,2011-12
Total,69,0.09699999999999999,0.10099999999999999,0.642,0.036000000000000004,0.05,0.5,2011-12
