name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Drick Bernstine,10,0.071,0.09,0.778,0.02,0,0,2017-18
Robert Franks,8,0.061,0.069,0.75,0,0,NA,2017-18
Carter Skaggs,4,0,0,NA,0.053,0.111,1,2017-18
Jeff Pollard,4,0.073,0.08800000000000001,0.75,0,0,NA,2017-18
Malachi Flynn,3,0.04,0.043,0.667,0,0,NA,2017-18
Kwinton Hinson,3,0.1,0.111,0.667,0,0,NA,2017-18
Steven Shpreyreign,1,0.5,1,1,0,0,NA,2017-18
Viont'E Daniels,1,0,0,NA,0.03,0,0,2017-18
Arinze Chidom,1,0,0,NA,0.033,0,0,2017-18
Milan Acquaah,1,0.015,0,0,0,0,NA,2017-18
Total,36,0.052000000000000005,0.062,0.7240000000000001,0.011000000000000001,0.008,0.25,2017-18
