start_of_poss,percent_of_initial_attempts,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_shots_2pt_jumpers,fg_percent_2pt_jumpers,percent_shots_3pt,fg_percent_3pt,season,team
"Rebound, 0-10 s",0.139,0.5579999999999999,0.44,0.654,0.14,0.382,0.42,0.34299999999999997,2016-17,CentralArk.
"Rebound, 11-30 s",0.205,0.564,0.187,0.5820000000000001,0.32,0.365,0.493,0.45799999999999996,2016-17,CentralArk.
"Score, 0-10 s",0.057,0.545,0.303,0.6,0.172,0.17600000000000002,0.525,0.423,2016-17,CentralArk.
"Score, 11-30 s",0.38799999999999996,0.527,0.221,0.633,0.27,0.377,0.509,0.374,2016-17,CentralArk.
"Steal, 0-10 s",0.066,0.626,0.722,0.687,0.052000000000000005,0.5,0.226,0.308,2016-17,CentralArk.
"Steal, 11-30 s",0.018000000000000002,0.625,0.281,0.667,0.312,0.5,0.406,0.462,2016-17,CentralArk.
Transition,0.262,0.5720000000000001,0.48100000000000004,0.659,0.125,0.33299999999999996,0.39399999999999996,0.361,2016-17,CentralArk.
