name,putbacks,percent_of_total_at_rim_shots_coming_on_putbacks,percent_of_total_made_baskets_at_rim_coming_on_putbacks,putback_fg_percent_at_rim,percent_of_total_2pt_jumpers_coming_on_putbacks,percent_of_total_made_2pt_jumpers_coming_on_putbacks,putback_fg_percent_2pt_jumpers,season
Jonathan Mills,41,0.183,0.261,0.706,0.18600000000000003,0.2,0.542,2011-12
Torye Pelham,34,0.247,0.24600000000000002,0.778,0.364,0.5710000000000001,0.75,2011-12
Maurice Bolden,21,0.24100000000000002,0.182,0.429,0.043,0.066,0.5710000000000001,2011-12
Rashard McGill,14,0.233,0.1,0.14300000000000002,0.14300000000000002,0.125,0.28600000000000003,2011-12
Darnell Dodson,12,0.122,0.07400000000000001,0.33299999999999996,0.066,0.049,0.33299999999999996,2011-12
Cedric Jenkins,7,0.308,0.5,0.75,0.14300000000000002,0.2,0.667,2011-12
Neil Watson,3,0.021,0.028999999999999998,0.5,0.009000000000000001,0.027000000000000003,1,2011-12
Angelo Johnson,2,0,0,NA,0.016,0,0,2011-12
Ahyaro Phillips,1,0.5,0,0,0,0,NA,2011-12
LaShay Page,1,0,0,NA,0.013999999999999999,0,0,2011-12
Total,136,0.122,0.14,0.565,0.083,0.11,0.537,2011-12
