shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.36,0.621,0.071,0.669,2017-18,Furman
2pt Jumpers,0.268,0.342,0.037000000000000005,0.35600000000000004,2017-18,Furman
3pt Shots,0.37200000000000005,0.317,0.006,0.319,2017-18,Furman
