shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season,team
At Rim,0.375,0.501,0.121,0.5710000000000001,2019-20,Oregon
2pt Jumpers,0.21899999999999997,0.39299999999999996,0.031,0.406,2019-20,Oregon
3pt Shots,0.406,0.326,0.006999999999999999,0.32899999999999996,2019-20,Oregon
