shot_type,percent_of_shots,fg_percent,percent_of_shots_blocked,unblocked_fg_percent,season
At Rim,0.39899999999999997,0.6829999999999999,0.057999999999999996,0.725,2011-12
2pt Jumpers,0.25,0.39,0.027999999999999997,0.401,2011-12
3pt Shots,0.35100000000000003,0.369,0.008,0.37200000000000005,2011-12
